date,desc,amount,currency,cat,subcat
2024-07-15,Simulated expense for Transportation - Taxi,-16.54,USD,Transportation,Taxi
2024-07-25,Simulated expense for Transportation - Taxi,-14.58,USD,Transportation,Taxi
2024-07-13,Simulated expense for Transportation - Taxi,-18.57,USD,Transportation,Taxi
2024-07-09,Simulated expense for Transportation - Taxi,-11.1,USD,Transportation,Taxi
2024-07-03,Simulated expense for Transportation - Taxi,-12.66,USD,Transportation,Taxi
2024-07-09,Simulated expense for Transportation - Taxi,-19.84,USD,Transportation,Taxi
2024-07-24,Simulated expense for Transportation - Taxi,-15.83,USD,Transportation,Taxi
2024-07-25,Simulated expense for Transportation - Taxi,-17.67,USD,Transportation,Taxi
2024-07-11,Simulated expense for Transportation - Taxi,-14.5,USD,Transportation,Taxi
2024-07-02,Simulated expense for Transportation - Taxi,-19.69,USD,Transportation,Taxi
2024-07-30,Simulated expense for Transportation - Taxi,-11.61,USD,Transportation,Taxi
2024-07-25,Simulated expense for Transportation - Travel Tickets,-220.71,USD,Transportation,Travel Tickets
2024-07-12,Simulated expense for Transportation - Public Transportation,-38.93,USD,Transportation,Public Transportation
2024-07-01,Simulated expense for Healthcare - Medical Bills,-93.96,USD,Healthcare,Medical Bills
2024-07-01,Simulated expense for Healthcare - Health Insurance,-445.89,USD,Healthcare,Health Insurance
2024-07-07,Simulated expense for Retail Purchases - Clothes,-92.52,USD,Retail Purchases,Clothes
2024-07-13,Simulated expense for Retail Purchases - Technology Items,-62.05,USD,Retail Purchases,Technology Items
2024-07-21,Simulated expense for Retail Purchases - Other,-167.89,USD,Retail Purchases,Other
2024-07-13,Simulated expense for Retail Purchases - Other,-59.16,USD,Retail Purchases,Other
2024-07-02,Simulated expense for Leisure and Activities in Real Life - Movies,-9.65,USD,Leisure and Activities in Real Life,Movies
2024-07-24,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-13.58,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-08-09,Simulated expense for Food & Dining - Groceries,-75.97,USD,Food & Dining,Groceries
2024-08-26,Simulated expense for Food & Dining - Groceries,-38.33,USD,Food & Dining,Groceries
2024-08-18,Simulated expense for Food & Dining - Groceries,-77.48,USD,Food & Dining,Groceries
2024-08-05,Simulated expense for Food & Dining - Groceries,-81.15,USD,Food & Dining,Groceries
2024-08-13,Simulated expense for Food & Dining - Groceries,-29.12,USD,Food & Dining,Groceries
2024-08-29,Simulated expense for Food & Dining - Restaurants,-94.61,USD,Food & Dining,Restaurants
2024-08-30,Simulated expense for Food & Dining - Restaurants,-59.56,USD,Food & Dining,Restaurants
2024-08-10,Simulated expense for Food & Dining - Restaurants,-96.72,USD,Food & Dining,Restaurants
2024-08-22,Simulated expense for Food & Dining - Coffee,-14.57,USD,Food & Dining,Coffee
2024-08-08,Simulated expense for Food & Dining - Coffee,-5.96,USD,Food & Dining,Coffee
2024-08-05,Simulated expense for Food & Dining - Coffee,-4.77,USD,Food & Dining,Coffee
2024-08-23,Simulated expense for Food & Dining - Coffee,-8.41,USD,Food & Dining,Coffee
2024-08-07,Simulated expense for Food & Dining - Coffee,-11.05,USD,Food & Dining,Coffee
2024-08-14,Simulated expense for Food & Dining - Coffee,-8.9,USD,Food & Dining,Coffee
2024-08-24,Simulated expense for Food & Dining - Coffee,-7.26,USD,Food & Dining,Coffee
2024-08-23,Simulated expense for Food & Dining - Coffee,-6.88,USD,Food & Dining,Coffee
2024-08-11,Simulated expense for Food & Dining - Coffee,-11.76,USD,Food & Dining,Coffee
2024-08-03,Simulated expense for Food & Dining - Coffee,-13.32,USD,Food & Dining,Coffee
2024-08-25,Simulated expense for Food & Dining - Coffee,-6.4,USD,Food & Dining,Coffee
2024-08-03,Simulated expense for Food & Dining - Coffee,-11.15,USD,Food & Dining,Coffee
2024-08-18,Simulated expense for Food & Dining - Coffee,-5.81,USD,Food & Dining,Coffee
2024-08-17,Simulated expense for Food & Dining - Coffee,-11.7,USD,Food & Dining,Coffee
2024-08-21,Simulated expense for Food & Dining - Coffee,-2.03,USD,Food & Dining,Coffee
2024-08-28,Simulated expense for Food & Dining - Coffee,-12.69,USD,Food & Dining,Coffee
2024-08-19,Simulated expense for Food & Dining - Coffee,-9.69,USD,Food & Dining,Coffee
2024-08-30,Simulated expense for Food & Dining - Coffee,-6.04,USD,Food & Dining,Coffee
2024-08-15,Simulated expense for Food & Dining - Coffee,-8.72,USD,Food & Dining,Coffee
2024-08-12,Simulated expense for Food & Dining - Coffee,-8.68,USD,Food & Dining,Coffee
2024-08-06,Simulated expense for Food & Dining - Coffee,-4.27,USD,Food & Dining,Coffee
2024-08-22,Simulated expense for Food & Dining - Coffee,-13.38,USD,Food & Dining,Coffee
2024-08-14,Simulated expense for Food & Dining - Coffee,-3.01,USD,Food & Dining,Coffee
2024-08-22,Simulated expense for Food & Dining - Coffee,-10.75,USD,Food & Dining,Coffee
2024-08-24,Simulated expense for Food & Dining - Coffee,-10.12,USD,Food & Dining,Coffee
2024-08-28,Simulated expense for Food & Dining - Coffee,-3.87,USD,Food & Dining,Coffee
2024-08-20,Simulated expense for Food & Dining - Coffee,-12.89,USD,Food & Dining,Coffee
2024-08-01,Simulated expense for Food & Dining - Coffee,-11.1,USD,Food & Dining,Coffee
2024-08-03,Simulated expense for Food & Dining - Coffee,-14.52,USD,Food & Dining,Coffee
2024-08-09,Simulated expense for Food & Dining - Coffee,-2.65,USD,Food & Dining,Coffee
2024-08-09,Simulated expense for Food & Dining - Coffee,-13.09,USD,Food & Dining,Coffee
2024-08-18,Simulated expense for Food & Dining - Coffee,-4.44,USD,Food & Dining,Coffee
2024-08-15,Simulated expense for Food & Dining - Coffee,-7.69,USD,Food & Dining,Coffee
2024-08-27,Simulated expense for Food & Dining - Coffee,-3.87,USD,Food & Dining,Coffee
2024-08-06,Simulated expense for Food & Dining - Takeout,-12.51,USD,Food & Dining,Takeout
2024-08-29,Simulated expense for Food & Dining - Takeout,-14.35,USD,Food & Dining,Takeout
2024-08-25,Simulated expense for Food & Dining - Takeout,-33.99,USD,Food & Dining,Takeout
2024-08-21,Simulated expense for Food & Dining - Takeout,-9.35,USD,Food & Dining,Takeout
2024-08-28,Simulated expense for Food & Dining - Takeout,-37.68,USD,Food & Dining,Takeout
2024-08-13,Simulated expense for Food & Dining - Takeout,-44.99,USD,Food & Dining,Takeout
2024-08-13,Simulated expense for Food & Dining - Takeout,-46.76,USD,Food & Dining,Takeout
2024-08-27,Simulated expense for Food & Dining - Takeout,-15.8,USD,Food & Dining,Takeout
2024-08-09,Simulated expense for Food & Dining - Takeout,-41.26,USD,Food & Dining,Takeout
2024-08-04,Simulated expense for Food & Dining - Takeout,-36.94,USD,Food & Dining,Takeout
2024-08-02,Simulated expense for Food & Dining - Takeout,-18.06,USD,Food & Dining,Takeout
2024-08-12,Simulated expense for Food & Dining - Takeout,-41.34,USD,Food & Dining,Takeout
2024-08-04,Simulated expense for Food & Dining - Takeout,-35.19,USD,Food & Dining,Takeout
2024-08-12,Simulated expense for Food & Dining - Takeout,-17.67,USD,Food & Dining,Takeout
2024-08-04,Simulated expense for Utilities - Electricity and Water and Gas,-50.29,USD,Utilities,Electricity and Water and Gas
2024-08-10,Simulated expense for Utilities - Electricity and Water and Gas,-135.56,USD,Utilities,Electricity and Water and Gas
2024-08-06,Simulated expense for Utilities - Internet and Mobile,-44.24,USD,Utilities,Internet and Mobile
2024-08-14,Simulated expense for Accommodation - Accommodation,-1294.98,USD,Accommodation,Accommodation
2024-08-19,Simulated expense for Incoming P2P Transfers - Incoming Money,52.7,USD,Incoming P2P Transfers,Incoming Money
2024-08-13,Simulated expense for Incoming P2P Transfers - Incoming Money,830.23,USD,Incoming P2P Transfers,Incoming Money
2024-08-02,Simulated expense for Incoming P2P Transfers - Incoming Money,589.26,USD,Incoming P2P Transfers,Incoming Money
2024-08-20,Simulated expense for Incoming P2P Transfers - Incoming Money,657.03,USD,Incoming P2P Transfers,Incoming Money
2024-08-09,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-416.15,USD,Outgoing P2P Transfers,Outgoing Money
2024-08-30,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-330.87,USD,Outgoing P2P Transfers,Outgoing Money
2024-08-05,Simulated expense for Outgoing P2P Transfers - Outgoing Money,-77.16,USD,Outgoing P2P Transfers,Outgoing Money
2024-08-03,Simulated expense for Cash Withdrawal - Cash Withdrawal,-159.91,USD,Cash Withdrawal,Cash Withdrawal
2024-08-02,Simulated expense for Cash Withdrawal - Cash Withdrawal,-82.7,USD,Cash Withdrawal,Cash Withdrawal
2024-08-05,Simulated expense for Cash Withdrawal - Cash Withdrawal,-49.49,USD,Cash Withdrawal,Cash Withdrawal
2024-08-26,Simulated expense for Transportation - Fuel,-15.02,USD,Transportation,Fuel
2024-08-14,Simulated expense for Transportation - Taxi,-17.22,USD,Transportation,Taxi
2024-08-16,Simulated expense for Transportation - Taxi,-13.3,USD,Transportation,Taxi
2024-08-11,Simulated expense for Transportation - Taxi,-10.51,USD,Transportation,Taxi
2024-08-02,Simulated expense for Transportation - Taxi,-12.47,USD,Transportation,Taxi
2024-08-25,Simulated expense for Transportation - Taxi,-14.64,USD,Transportation,Taxi
2024-08-10,Simulated expense for Transportation - Taxi,-15.16,USD,Transportation,Taxi
2024-08-21,Simulated expense for Transportation - Taxi,-14.35,USD,Transportation,Taxi
2024-08-25,Simulated expense for Transportation - Taxi,-15.61,USD,Transportation,Taxi
2024-08-02,Simulated expense for Transportation - Taxi,-12.22,USD,Transportation,Taxi
2024-08-15,Simulated expense for Transportation - Taxi,-16.01,USD,Transportation,Taxi
2024-08-17,Simulated expense for Transportation - Taxi,-13.51,USD,Transportation,Taxi
2024-08-20,Simulated expense for Transportation - Taxi,-17.35,USD,Transportation,Taxi
2024-08-15,Simulated expense for Transportation - Taxi,-13.63,USD,Transportation,Taxi
2024-08-10,Simulated expense for Transportation - Taxi,-11.46,USD,Transportation,Taxi
2024-08-07,Simulated expense for Transportation - Taxi,-11.97,USD,Transportation,Taxi
2024-08-18,Simulated expense for Transportation - Taxi,-15.96,USD,Transportation,Taxi
2024-08-12,Simulated expense for Transportation - Taxi,-15.05,USD,Transportation,Taxi
2024-08-13,Simulated expense for Transportation - Taxi,-17.34,USD,Transportation,Taxi
2024-08-26,Simulated expense for Transportation - Travel Tickets,-134.07,USD,Transportation,Travel Tickets
2024-08-12,Simulated expense for Transportation - Public Transportation,-11.53,USD,Transportation,Public Transportation
2024-08-27,Simulated expense for Retail Purchases - Clothes,-269.83,USD,Retail Purchases,Clothes
2024-08-05,Simulated expense for Retail Purchases - Clothes,-267.09,USD,Retail Purchases,Clothes
2024-08-17,Simulated expense for Retail Purchases - Clothes,-225.58,USD,Retail Purchases,Clothes
2024-08-25,Simulated expense for Retail Purchases - Technology Items,-91.85,USD,Retail Purchases,Technology Items
2024-08-15,Simulated expense for Retail Purchases - Technology Items,-80.14,USD,Retail Purchases,Technology Items
2024-08-12,Simulated expense for Retail Purchases - Technology Items,-71.81,USD,Retail Purchases,Technology Items
2024-08-02,Simulated expense for Retail Purchases - Other,-62.83,USD,Retail Purchases,Other
2024-08-10,Simulated expense for Retail Purchases - Other,-106.98,USD,Retail Purchases,Other
2024-08-29,Simulated expense for Personal Care - Personal Grooming,-29.05,USD,Personal Care,Personal Grooming
2024-08-10,Simulated expense for Personal Care - Fitness,-24.55,USD,Personal Care,Fitness
2024-08-02,Simulated expense for Leisure and Activities in Real Life - Movies,-5.62,USD,Leisure and Activities in Real Life,Movies
2024-09-17,Simulated expense for Food & Dining - Groceries,-89.97,USD,Food & Dining,Groceries
2024-09-11,Simulated expense for Food & Dining - Groceries,-66.05,USD,Food & Dining,Groceries
2024-09-13,Simulated expense for Food & Dining - Groceries,-45.75,USD,Food & Dining,Groceries
2024-09-15,Simulated expense for Food & Dining - Groceries,-139.2,USD,Food & Dining,Groceries
2024-09-28,Simulated expense for Food & Dining - Groceries,-79.9,USD,Food & Dining,Groceries
2024-09-23,Simulated expense for Food & Dining - Groceries,-63.0,USD,Food & Dining,Groceries
2024-09-01,Simulated expense for Food & Dining - Groceries,-41.64,USD,Food & Dining,Groceries
2024-09-28,Simulated expense for Food & Dining - Restaurants,-64.82,USD,Food & Dining,Restaurants
2024-09-25,Simulated expense for Food & Dining - Restaurants,-142.44,USD,Food & Dining,Restaurants
2024-09-01,Simulated expense for Food & Dining - Restaurants,-173.29,USD,Food & Dining,Restaurants
2024-09-10,Simulated expense for Food & Dining - Restaurants,-151.78,USD,Food & Dining,Restaurants
2024-09-30,Simulated expense for Food & Dining - Restaurants,-22.21,USD,Food & Dining,Restaurants
2024-09-03,Simulated expense for Food & Dining - Coffee,-9.65,USD,Food & Dining,Coffee
2024-09-22,Simulated expense for Food & Dining - Coffee,-12.75,USD,Food & Dining,Coffee
2024-09-18,Simulated expense for Food & Dining - Coffee,-6.03,USD,Food & Dining,Coffee
2024-09-12,Simulated expense for Food & Dining - Coffee,-6.28,USD,Food & Dining,Coffee
2024-09-01,Simulated expense for Food & Dining - Coffee,-8.39,USD,Food & Dining,Coffee
2024-09-03,Simulated expense for Food & Dining - Coffee,-3.12,USD,Food & Dining,Coffee
2024-09-29,Simulated expense for Food & Dining - Coffee,-12.77,USD,Food & Dining,Coffee
2024-09-04,Simulated expense for Food & Dining - Coffee,-10.46,USD,Food & Dining,Coffee
2024-09-02,Simulated expense for Food & Dining - Coffee,-12.5,USD,Food & Dining,Coffee
2024-09-22,Simulated expense for Food & Dining - Coffee,-9.64,USD,Food & Dining,Coffee
2024-09-19,Simulated expense for Food & Dining - Coffee,-4.76,USD,Food & Dining,Coffee
2024-09-13,Simulated expense for Food & Dining - Coffee,-7.7,USD,Food & Dining,Coffee
2024-09-07,Simulated expense for Food & Dining - Coffee,-6.3,USD,Food & Dining,Coffee
2024-09-11,Simulated expense for Food & Dining - Coffee,-7.53,USD,Food & Dining,Coffee
2024-09-05,Simulated expense for Food & Dining - Coffee,-7.26,USD,Food & Dining,Coffee
2024-09-28,Simulated expense for Food & Dining - Coffee,-3.18,USD,Food & Dining,Coffee
2024-09-09,Simulated expense for Food & Dining - Coffee,-8.87,USD,Food & Dining,Coffee
2024-09-17,Simulated expense for Food & Dining - Coffee,-13.09,USD,Food & Dining,Coffee
2024-09-02,Simulated expense for Food & Dining - Coffee,-6.8,USD,Food & Dining,Coffee
2024-09-14,Simulated expense for Food & Dining - Coffee,-7.49,USD,Food & Dining,Coffee
2024-09-25,Simulated expense for Food & Dining - Coffee,-14.29,USD,Food & Dining,Coffee
2024-09-22,Simulated expense for Food & Dining - Coffee,-5.89,USD,Food & Dining,Coffee
2024-09-28,Simulated expense for Food & Dining - Takeout,-27.24,USD,Food & Dining,Takeout
2024-09-12,Simulated expense for Food & Dining - Takeout,-33.07,USD,Food & Dining,Takeout
2024-09-27,Simulated expense for Food & Dining - Takeout,-38.8,USD,Food & Dining,Takeout
2024-09-11,Simulated expense for Food & Dining - Takeout,-43.07,USD,Food & Dining,Takeout
2024-09-29,Simulated expense for Food & Dining - Takeout,-17.22,USD,Food & Dining,Takeout
2024-09-04,Simulated expense for Food & Dining - Takeout,-44.07,USD,Food & Dining,Takeout
2024-09-24,Simulated expense for Food & Dining - Takeout,-45.93,USD,Food & Dining,Takeout
2024-09-22,Simulated expense for Utilities - Electricity and Water and Gas,-90.02,USD,Utilities,Electricity and Water and Gas
2024-09-23,Simulated expense for Utilities - Electricity and Water and Gas,-153.93,USD,Utilities,Electricity and Water and Gas
2024-09-27,Simulated expense for Utilities - Internet and Mobile,-41.26,USD,Utilities,Internet and Mobile
2024-09-19,Simulated expense for Accommodation - Accommodation,-1487.76,USD,Accommodation,Accommodation
2024-09-19,Simulated expense for Incoming P2P Transfers - Incoming Money,988.31,USD,Incoming P2P Transfers,Incoming Money
2024-09-07,Simulated expense for Incoming P2P Transfers - Incoming Money,286.58,USD,Incoming P2P Transfers,Incoming Money
2024-09-30,Simulated expense for Cash Withdrawal - Cash Withdrawal,-188.66,USD,Cash Withdrawal,Cash Withdrawal
2024-09-03,Simulated expense for Cash Deposit - Cash Deposit,-417.26,USD,Cash Deposit,Cash Deposit
2024-09-19,Simulated expense for Transportation - Fuel,-31.69,USD,Transportation,Fuel
2024-09-05,Simulated expense for Transportation - Fuel,-24.67,USD,Transportation,Fuel
2024-09-26,Simulated expense for Transportation - Fuel,-34.46,USD,Transportation,Fuel
2024-09-03,Simulated expense for Transportation - Fuel,-32.49,USD,Transportation,Fuel
2024-09-08,Simulated expense for Transportation - Fuel,-16.51,USD,Transportation,Fuel
2024-09-17,Simulated expense for Transportation - Fuel,-15.42,USD,Transportation,Fuel
2024-09-05,Simulated expense for Transportation - Fuel,-31.27,USD,Transportation,Fuel
2024-09-06,Simulated expense for Transportation - Taxi,-17.27,USD,Transportation,Taxi
2024-09-20,Simulated expense for Transportation - Taxi,-16.26,USD,Transportation,Taxi
2024-09-13,Simulated expense for Transportation - Taxi,-16.04,USD,Transportation,Taxi
2024-09-24,Simulated expense for Transportation - Taxi,-15.27,USD,Transportation,Taxi
2024-09-19,Simulated expense for Transportation - Taxi,-16.4,USD,Transportation,Taxi
2024-09-21,Simulated expense for Transportation - Taxi,-11.55,USD,Transportation,Taxi
2024-09-09,Simulated expense for Transportation - Taxi,-11.63,USD,Transportation,Taxi
2024-09-02,Simulated expense for Transportation - Taxi,-13.41,USD,Transportation,Taxi
2024-09-05,Simulated expense for Transportation - Taxi,-17.29,USD,Transportation,Taxi
2024-09-12,Simulated expense for Transportation - Taxi,-11.06,USD,Transportation,Taxi
2024-09-11,Simulated expense for Transportation - Taxi,-12.93,USD,Transportation,Taxi
2024-09-26,Simulated expense for Transportation - Taxi,-17.93,USD,Transportation,Taxi
2024-09-26,Simulated expense for Transportation - Taxi,-18.1,USD,Transportation,Taxi
2024-09-28,Simulated expense for Transportation - Taxi,-13.85,USD,Transportation,Taxi
2024-09-09,Simulated expense for Transportation - Taxi,-10.73,USD,Transportation,Taxi
2024-09-23,Simulated expense for Transportation - Taxi,-12.68,USD,Transportation,Taxi
2024-09-18,Simulated expense for Transportation - Taxi,-11.53,USD,Transportation,Taxi
2024-09-24,Simulated expense for Transportation - Travel Tickets,-223.24,USD,Transportation,Travel Tickets
2024-09-15,Simulated expense for Transportation - Vehicle Maintenance,-407.07,USD,Transportation,Vehicle Maintenance
2024-09-01,Simulated expense for Retail Purchases - Clothes,-143.0,USD,Retail Purchases,Clothes
2024-09-26,Simulated expense for Retail Purchases - Clothes,-245.32,USD,Retail Purchases,Clothes
2024-09-10,Simulated expense for Retail Purchases - Clothes,-229.27,USD,Retail Purchases,Clothes
2024-09-14,Simulated expense for Retail Purchases - Clothes,-28.0,USD,Retail Purchases,Clothes
2024-09-17,Simulated expense for Retail Purchases - Technology Items,-59.99,USD,Retail Purchases,Technology Items
2024-09-25,Simulated expense for Retail Purchases - Technology Items,-69.23,USD,Retail Purchases,Technology Items
2024-09-03,Simulated expense for Retail Purchases - Other,-139.68,USD,Retail Purchases,Other
2024-09-20,Simulated expense for Retail Purchases - Other,-59.26,USD,Retail Purchases,Other
2024-09-14,Simulated expense for Personal Care - Fitness,-41.49,USD,Personal Care,Fitness
2024-09-13,Simulated expense for Leisure and Activities in Real Life - Movies,-7.27,USD,Leisure and Activities in Real Life,Movies
2024-09-01,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-7.81,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-09-12,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-14.62,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-09-11,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-12.36,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-09-06,Simulated expense for Online Subscriptions & Services - Streaming & Digital Subscriptions,-8.36,USD,Online Subscriptions & Services,Streaming & Digital Subscriptions
2024-09-24,Simulated expense for Online Subscriptions & Services - Cloud Server Payments,-54.94,USD,Online Subscriptions & Services,Cloud Server Payments
2024-10-09,Simulated expense for Food & Dining - Groceries,-33.17,USD,Food & Dining,Groceries
2024-10-20,Simulated expense for Food & Dining - Groceries,-83.27,USD,Food & Dining,Groceries
2024-10-14,Simulated expense for Food & Dining - Groceries,-87.45,USD,Food & Dining,Groceries
2024-10-13,Simulated expense for Food & Dining - Groceries,-106.22,USD,Food & Dining,Groceries
2024-10-29,Simulated expense for Food & Dining - Groceries,-137.36,USD,Food & Dining,Groceries
2024-10-02,Simulated expense for Food & Dining - Groceries,-128.6,USD,Food & Dining,Groceries
2024-10-09,Simulated expense for Food & Dining - Restaurants,-185.49,USD,Food & Dining,Restaurants
2024-10-20,Simulated expense for Food & Dining - Restaurants,-111.31,USD,Food & Dining,Restaurants
2024-10-09,Simulated expense for Food & Dining - Restaurants,-24.15,USD,Food & Dining,Restaurants
2024-10-14,Simulated expense for Food & Dining - Restaurants,-39.05,USD,Food & Dining,Restaurants
2024-10-29,Simulated expense for Food & Dining - Coffee,-10.55,USD,Food & Dining,Coffee
2024-10-08,Simulated expense for Food & Dining - Coffee,-10.21,USD,Food & Dining,Coffee
2024-10-02,Simulated expense for Food & Dining - Coffee,-8.47,USD,Food & Dining,Coffee
2024-10-16,Simulated expense for Food & Dining - Coffee,-13.56,USD,Food & Dining,Coffee
2024-10-06,Simulated expense for Food & Dining - Coffee,-6.55,USD,Food & Dining,Coffee
2024-10-16,Simulated expense for Food & Dining - Coffee,-7.37,USD,Food & Dining,Coffee
2024-10-30,Simulated expense for Food & Dining - Coffee,-7.2,USD,Food & Dining,Coffee
2024-10-10,Simulated expense for Food & Dining - Coffee,-5.34,USD,Food & Dining,Coffee
2024-10-01,Simulated expense for Food & Dining - Coffee,-8.82,USD,Food & Dining,Coffee
2024-10-16,Simulated expense for Food & Dining - Coffee,-12.52,USD,Food & Dining,Coffee
2024-10-11,Simulated expense for Food & Dining - Coffee,-7.23,USD,Food & Dining,Coffee
2024-10-29,Simulated expense for Food & Dining - Coffee,-5.34,USD,Food & Dining,Coffee
2024-10-29,Simulated expense for Food & Dining - Coffee,-10.57,USD,Food & Dining,Coffee
2024-10-14,Simulated expense for Food & Dining - Coffee,-5.74,USD,Food & Dining,Coffee
2024-10-23,Simulated expense for Food & Dining - Coffee,-5.75,USD,Food & Dining,Coffee
2024-10-30,Simulated expense for Food & Dining - Coffee,-12.17,USD,Food & Dining,Coffee
2024-10-31,Simulated expense for Food & Dining - Coffee,-3.6,USD,Food & Dining,Coffee
2024-10-25,Simulated expense for Food & Dining - Coffee,-7.94,USD,Food & Dining,Coffee
2024-10-15,Simulated expense for Food & Dining - Coffee,-12.71,USD,Food & Dining,Coffee
2024-10-18,Simulated expense for Food & Dining - Coffee,-3.19,USD,Food & Dining,Coffee
2024-10-29,Simulated expense for Food & Dining - Coffee,-13.47,USD,Food & Dining,Coffee
2024-10-04,Simulated expense for Food & Dining - Coffee,-13.46,USD,Food & Dining,Coffee
2024-10-31,Simulated expense for Food & Dining - Coffee,-10.27,USD,Food & Dining,Coffee
2024-10-26,Simulated expense for Food & Dining - Coffee,-14.05,USD,Food & Dining,Coffee
2024-10-05,Simulated expense for Food & Dining - Coffee,-14.93,USD,Food & Dining,Coffee
2024-10-19,Simulated expense for Food & Dining - Coffee,-4.99,USD,Food & Dining,Coffee
2024-10-12,Simulated expense for Food & Dining - Coffee,-4.19,USD,Food & Dining,Coffee
2024-10-19,Simulated expense for Food & Dining - Coffee,-9.03,USD,Food & Dining,Coffee
2024-10-31,Simulated expense for Food & Dining - Coffee,-5.65,USD,Food & Dining,Coffee
2024-10-06,Simulated expense for Food & Dining - Coffee,-13.35,USD,Food & Dining,Coffee
2024-10-26,Simulated expense for Food & Dining - Coffee,-5.63,USD,Food & Dining,Coffee
2024-10-29,Simulated expense for Food & Dining - Coffee,-8.26,USD,Food & Dining,Coffee
2024-10-22,Simulated expense for Food & Dining - Coffee,-13.22,USD,Food & Dining,Coffee
2024-10-15,Simulated expense for Food & Dining - Coffee,-8.24,USD,Food & Dining,Coffee
2024-10-08,Simulated expense for Food & Dining - Coffee,-13.68,USD,Food & Dining,Coffee
2024-10-23,Simulated expense for Food & Dining - Coffee,-13.1,USD,Food & Dining,Coffee
2024-10-16,Simulated expense for Food & Dining - Coffee,-8.87,USD,Food & Dining,Coffee
2024-10-18,Simulated expense for Food & Dining - Coffee,-6.81,USD,Food & Dining,Coffee
2024-10-07,Simulated expense for Food & Dining - Takeout,-36.72,USD,Food & Dining,Takeout
2024-10-19,Simulated expense for Food & Dining - Takeout,-16.63,USD,Food & Dining,Takeout
2024-10-09,Simulated expense for Food & Dining - Takeout,-37.45,USD,Food & Dining,Takeout
2024-10-28,Simulated expense for Food & Dining - Takeout,-20.4,USD,Food & Dining,Takeout
2024-10-04,Simulated expense for Food & Dining - Takeout,-8.89,USD,Food & Dining,Takeout
2024-10-07,Simulated expense for Food & Dining - Takeout,-16.06,USD,Food & Dining,Takeout
2024-10-08,Simulated expense for Food & Dining - Takeout,-22.66,USD,Food & Dining,Takeout
2024-10-03,Simulated expense for Food & Dining - Takeout,-38.21,USD,Food & Dining,Takeout
2024-10-05,Simulated expense for Utilities - Electricity and Water and Gas,-58.08,USD,Utilities,Electricity and Water and Gas
2024-10-22,Simulated expense for Utilities - Electricity and Water and Gas,-53.69,USD,Utilities,Electricity and Water and Gas
2024-10-14,Simulated expense for Incoming P2P Transfers - Incoming Money,496.31,USD,Incoming P2P Transfers,Incoming Money
2024-10-30,Simulated expense for Incoming P2P Transfers - Incoming Money,298.12,USD,Incoming P2P Transfers,Incoming Money
2024-10-06,Simulated expense for Incoming P2P Transfers - Incoming Money,243.42,USD,Incoming P2P Transfers,Incoming Money
2024-10-12,Simulated expense for Cash Withdrawal - Cash Withdrawal,-65.54,USD,Cash Withdrawal,Cash Withdrawal
2024-10-27,Simulated expense for Cash Withdrawal - Cash Withdrawal,-129.56,USD,Cash Withdrawal,Cash Withdrawal
2024-10-26,Simulated expense for Transportation - Fuel,-30.85,USD,Transportation,Fuel
2024-10-12,Simulated expense for Transportation - Fuel,-26.58,USD,Transportation,Fuel
2024-10-14,Simulated expense for Transportation - Fuel,-32.4,USD,Transportation,Fuel
2024-10-13,Simulated expense for Transportation - Fuel,-26.56,USD,Transportation,Fuel
2024-10-12,Simulated expense for Transportation - Fuel,-20.07,USD,Transportation,Fuel
2024-10-20,Simulated expense for Transportation - Fuel,-34.82,USD,Transportation,Fuel
2024-10-18,Simulated expense for Transportation - Fuel,-19.79,USD,Transportation,Fuel
2024-10-02,Simulated expense for Transportation - Taxi,-17.86,USD,Transportation,Taxi
2024-10-24,Simulated expense for Transportation - Taxi,-15.3,USD,Transportation,Taxi
2024-10-18,Simulated expense for Transportation - Taxi,-13.63,USD,Transportation,Taxi
2024-10-05,Simulated expense for Transportation - Public Transportation,-17.92,USD,Transportation,Public Transportation
2024-10-04,Simulated expense for Transportation - Public Transportation,-9.05,USD,Transportation,Public Transportation
2024-10-09,Simulated expense for Transportation - Public Transportation,-28.6,USD,Transportation,Public Transportation
2024-10-28,Simulated expense for Transportation - Public Transportation,-49.49,USD,Transportation,Public Transportation
2024-10-20,Simulated expense for Transportation - Public Transportation,-14.39,USD,Transportation,Public Transportation
2024-10-23,Simulated expense for Transportation - Public Transportation,-31.3,USD,Transportation,Public Transportation
2024-10-19,Simulated expense for Transportation - Public Transportation,-18.66,USD,Transportation,Public Transportation
2024-10-12,Simulated expense for Transportation - Public Transportation,-7.72,USD,Transportation,Public Transportation
2024-10-02,Simulated expense for Transportation - Public Transportation,-39.78,USD,Transportation,Public Transportation
